,date,dcoilwtico
288,07/02/2014,99.98000336
289,10/02/2014,100.1200027
290,11/02/2014,99.95999908
291,12/02/2014,100.3799973
292,13/02/2014,100.2699966
293,14/02/2014,100.3099976
294,17/02/2014,
295,18/02/2014,102.5400009
296,19/02/2014,103.4599991
297,20/02/2014,103.1999969
298,21/02/2014,102.5299988
299,24/02/2014,103.1699982
300,25/02/2014,102.1999969
301,26/02/2014,102.9300003
302,27/02/2014,102.6800003
303,28/02/2014,102.8799973
304,03/03/2014,105.3399963
305,04/03/2014,103.6399994
306,05/03/2014,101.75
307,06/03/2014,101.8199997
308,07/03/2014,102.8199997
309,10/03/2014,101.3899994
310,11/03/2014,100.2900009
311,12/03/2014,98.29000092
312,13/03/2014,98.56999969
313,14/03/2014,99.23000336
314,17/03/2014,98.43000031
315,18/03/2014,100.0800018
316,19/03/2014,100.7099991
317,20/03/2014,99.68000031
318,21/03/2014,99.97000122
319,24/03/2014,100.0500031
320,25/03/2014,99.66000366
321,26/03/2014,100.6100006
322,27/03/2014,101.25
323,28/03/2014,101.7300034
324,31/03/2014,101.5699997
325,01/04/2014,99.69000244
326,02/04/2014,99.59999847
327,03/04/2014,100.2900009
328,04/04/2014,101.1600037
329,07/04/2014,100.4300003
330,08/04/2014,102.5699997
331,09/04/2014,103.5500031
332,10/04/2014,103.3700027
333,11/04/2014,103.6800003
334,14/04/2014,104.0500031
335,15/04/2014,103.6999969
336,16/04/2014,103.7099991
337,17/04/2014,104.3300018
338,18/04/2014,
339,21/04/2014,104.3499985
340,22/04/2014,101.6900024
341,23/04/2014,101.4700012
342,24/04/2014,102.1999969
343,25/04/2014,100.8499985
344,28/04/2014,101.1299973
345,29/04/2014,101.5599976
346,30/04/2014,100.0699997
347,01/05/2014,99.69000244
348,02/05/2014,100.0899963
349,05/05/2014,99.73999786
350,06/05/2014,99.80999756
351,07/05/2014,101.0599976
352,08/05/2014,100.5199966
353,09/05/2014,100.3199997
354,12/05/2014,100.8899994
355,13/05/2014,102.0100021
356,14/05/2014,102.6299973
357,15/05/2014,101.7399979
358,16/05/2014,102.3099976
359,19/05/2014,102.9499969
360,20/05/2014,102.8000031
361,21/05/2014,104.3099976
362,22/05/2014,104.0299988
363,23/05/2014,105.0100021
364,26/05/2014,
365,27/05/2014,104.7799988
366,28/05/2014,103.3700027
367,29/05/2014,104.2600021
368,30/05/2014,103.4000015
369,02/06/2014,103.0699997
370,03/06/2014,103.3399963
371,04/06/2014,103.2699966
372,05/06/2014,103.1699982
373,06/06/2014,103.3199997
374,09/06/2014,105.0899963
375,10/06/2014,105.0199966
376,11/06/2014,105.0400009
377,12/06/2014,107.1999969
378,13/06/2014,107.4899979
379,16/06/2014,107.5199966
380,17/06/2014,106.9499969
381,18/06/2014,106.6399994
382,19/06/2014,107.0800018
383,20/06/2014,107.9499969
384,23/06/2014,106.8300018
385,24/06/2014,106.6399994
386,25/06/2014,107.0400009
387,26/06/2014,106.4899979
388,27/06/2014,106.4599991
389,30/06/2014,106.0699997
390,01/07/2014,106.0599976
391,02/07/2014,105.1800003
392,03/07/2014,104.7600021
393,04/07/2014,
394,07/07/2014,104.1900024
395,08/07/2014,104.0599976
396,09/07/2014,102.9300003
397,10/07/2014,103.6100006
398,11/07/2014,101.4800034
399,14/07/2014,101.7300034
400,15/07/2014,100.5599976
401,16/07/2014,101.8799973
402,17/07/2014,103.8399963
403,18/07/2014,103.8300018
404,21/07/2014,105.3399963
405,22/07/2014,104.5899963
406,23/07/2014,103.8099976
407,24/07/2014,102.7600021
408,25/07/2014,105.2300034
409,28/07/2014,105.6800003
410,29/07/2014,104.9100037
411,30/07/2014,104.2900009
412,31/07/2014,98.23000336
413,01/08/2014,97.86000061
414,04/08/2014,98.26000214
415,05/08/2014,97.33999634
416,06/08/2014,96.93000031
417,07/08/2014,97.33999634
418,08/08/2014,97.61000061
419,11/08/2014,98.08999634
420,12/08/2014,97.36000061
421,13/08/2014,97.56999969
422,14/08/2014,95.54000092
423,15/08/2014,97.30000305
424,18/08/2014,96.44000244
425,19/08/2014,94.34999847
426,20/08/2014,96.40000153
427,21/08/2014,93.97000122
428,22/08/2014,93.61000061
429,25/08/2014,95.38999939
430,26/08/2014,95.77999878
431,27/08/2014,95.81999969
432,28/08/2014,96.44000244
433,29/08/2014,97.86000061
434,01/09/2014,
435,02/09/2014,92.91999817
436,03/09/2014,95.5
437,04/09/2014,94.51000214
438,05/09/2014,93.31999969
439,08/09/2014,92.63999939
440,09/09/2014,92.73000336
441,10/09/2014,91.70999908
442,11/09/2014,92.88999939
443,12/09/2014,92.18000031
444,15/09/2014,92.86000061
445,16/09/2014,94.91000366
446,17/09/2014,94.33000183
447,18/09/2014,93.06999969
448,19/09/2014,92.43000031
449,22/09/2014,91.45999908
450,23/09/2014,91.55000305
451,24/09/2014,93.59999847
452,25/09/2014,93.58999634
453,26/09/2014,95.55000305
454,29/09/2014,94.52999878
455,30/09/2014,91.16999817
456,01/10/2014,90.73999786
457,02/10/2014,91.01999664
458,03/10/2014,89.76000214
459,06/10/2014,90.33000183
460,07/10/2014,88.88999939
461,08/10/2014,87.29000092
462,09/10/2014,85.76000214
463,10/10/2014,85.87000275
464,13/10/2014,85.73000336
465,14/10/2014,81.72000122
466,15/10/2014,81.81999969
467,16/10/2014,82.33000183
468,17/10/2014,82.80000305
469,20/10/2014,82.76000214
470,21/10/2014,83.25
471,22/10/2014,80.51999664
472,23/10/2014,82.80999756
473,24/10/2014,81.26999664
474,27/10/2014,81.26000214
475,28/10/2014,81.36000061
476,29/10/2014,82.25
477,30/10/2014,81.05999756
478,31/10/2014,80.52999878
479,03/11/2014,78.76999664
480,04/11/2014,77.15000153
481,05/11/2014,78.70999908
482,06/11/2014,77.87000275
483,07/11/2014,78.70999908
484,10/11/2014,77.43000031
485,11/11/2014,77.84999847
486,12/11/2014,77.16000366
487,13/11/2014,74.12999725
488,14/11/2014,75.91000366
489,17/11/2014,75.63999939
490,18/11/2014,74.55000305
491,19/11/2014,74.55000305
492,20/11/2014,75.62999725
493,21/11/2014,76.51999664
494,24/11/2014,75.73999786
495,25/11/2014,74.04000092
496,26/11/2014,73.69999695
497,27/11/2014,
498,28/11/2014,65.94000244
499,01/12/2014,68.98000336
500,02/12/2014,66.98999786
501,03/12/2014,67.30000305
502,04/12/2014,66.73000336
503,05/12/2014,65.88999939
504,08/12/2014,63.13000107
505,09/12/2014,63.74000168
506,10/12/2014,60.99000168
507,11/12/2014,60.00999832
508,12/12/2014,57.81000137
509,15/12/2014,55.95999908
510,16/12/2014,55.97000122
511,17/12/2014,56.43000031
512,18/12/2014,54.18000031
513,19/12/2014,56.90999985
514,22/12/2014,55.25
515,23/12/2014,56.77999878
516,24/12/2014,55.70000076
517,25/12/2014,
518,26/12/2014,54.59000015
519,29/12/2014,53.45999908
520,30/12/2014,54.13999939
521,31/12/2014,53.45000076
522,01/01/2015,
523,02/01/2015,52.72000122
524,05/01/2015,50.04999924
525,06/01/2015,47.97999954
526,07/01/2015,48.68999863
527,08/01/2015,48.79999924
528,09/01/2015,48.34999847
529,12/01/2015,46.06000137
530,13/01/2015,45.91999817
531,14/01/2015,48.49000168
532,15/01/2015,46.36999893
533,16/01/2015,48.49000168
534,19/01/2015,
535,20/01/2015,46.79000092
536,21/01/2015,47.84999847
537,22/01/2015,45.93000031
538,23/01/2015,45.25999832
539,26/01/2015,44.79999924
540,27/01/2015,45.84000015
541,28/01/2015,44.08000183
542,29/01/2015,44.11999893
543,30/01/2015,47.79000092
544,02/02/2015,49.25
545,03/02/2015,53.04000092
546,04/02/2015,48.45000076
547,05/02/2015,50.47999954
548,06/02/2015,51.65999985
549,09/02/2015,52.99000168
550,10/02/2015,50.06000137
551,11/02/2015,48.79999924
552,12/02/2015,51.16999817
553,13/02/2015,52.65999985
554,16/02/2015,
555,17/02/2015,53.56000137
556,18/02/2015,52.13000107
557,19/02/2015,51.11999893
558,20/02/2015,49.95000076
559,23/02/2015,49.56000137
560,24/02/2015,48.47999954
561,25/02/2015,50.25
562,26/02/2015,47.65000153
563,27/02/2015,49.84000015
564,02/03/2015,49.59000015
565,03/03/2015,50.43000031
566,04/03/2015,51.52999878
567,05/03/2015,50.75999832
568,06/03/2015,49.61000061
569,09/03/2015,49.95000076
570,10/03/2015,48.41999817
571,11/03/2015,48.06000137
572,12/03/2015,47.11999893
573,13/03/2015,44.88000107
574,16/03/2015,43.93000031
575,17/03/2015,43.38999939
576,18/03/2015,44.63000107
577,19/03/2015,44.02000046
578,20/03/2015,46
579,23/03/2015,47.40000153
580,24/03/2015,47.02999878
581,25/03/2015,48.75
582,26/03/2015,51.40999985
583,27/03/2015,48.83000183
584,30/03/2015,48.65999985
585,31/03/2015,47.72000122
586,01/04/2015,50.11999893
587,02/04/2015,49.13000107
588,03/04/2015,
589,06/04/2015,52.08000183
590,07/04/2015,53.95000076
591,08/04/2015,50.43999863
592,09/04/2015,50.79000092
593,10/04/2015,51.63000107
594,13/04/2015,51.95000076
595,14/04/2015,53.29999924
596,15/04/2015,56.25
597,16/04/2015,56.68999863
598,17/04/2015,55.70999908
599,20/04/2015,56.36999893
600,21/04/2015,55.58000183
601,22/04/2015,56.16999817
602,23/04/2015,56.59000015
603,24/04/2015,55.97999954
604,27/04/2015,55.56000137
605,28/04/2015,57.04999924
606,29/04/2015,58.54999924
607,30/04/2015,59.61999893
608,01/05/2015,59.09999847
609,04/05/2015,58.91999817
610,05/05/2015,60.38000107
611,06/05/2015,60.93000031
612,07/05/2015,58.99000168
613,08/05/2015,59.40999985
614,11/05/2015,59.22999954
615,12/05/2015,60.72000122
616,13/05/2015,60.5
617,14/05/2015,59.88999939
618,15/05/2015,59.72999954
619,18/05/2015,59.43999863
620,19/05/2015,57.29999924
621,20/05/2015,58.95999908
622,21/05/2015,60.18000031
623,22/05/2015,58.88000107
624,25/05/2015,
625,26/05/2015,57.29000092
626,27/05/2015,57.50999832
627,28/05/2015,57.68999863
628,29/05/2015,60.25
629,01/06/2015,60.24000168
630,02/06/2015,61.29999924
631,03/06/2015,59.66999817
632,04/06/2015,58
633,05/06/2015,59.11000061
634,08/06/2015,58.15000153
635,09/06/2015,60.15000153
636,10/06/2015,61.36000061
637,11/06/2015,60.74000168
638,12/06/2015,59.95999908
639,15/06/2015,59.52999878
640,16/06/2015,60.00999832
641,17/06/2015,59.88999939
642,18/06/2015,60.40999985
643,19/06/2015,59.61999893
644,22/06/2015,60.00999832
645,23/06/2015,61.04999924
646,24/06/2015,60.00999832
647,25/06/2015,59.59000015
648,26/06/2015,59.40999985
649,29/06/2015,58.34000015
650,30/06/2015,59.47999954
651,01/07/2015,56.93999863
652,02/07/2015,56.93000031
653,03/07/2015,
654,06/07/2015,52.47999954
655,07/07/2015,52.33000183
656,08/07/2015,51.61000061
657,09/07/2015,52.75999832
658,10/07/2015,52.74000168
659,13/07/2015,52.18999863
660,14/07/2015,53.04999924
661,15/07/2015,51.40000153
662,16/07/2015,50.90000153
663,17/07/2015,50.88000107
664,20/07/2015,50.11000061
665,21/07/2015,50.59000015
666,22/07/2015,49.27000046
667,23/07/2015,48.11000061
668,24/07/2015,47.97999954
669,27/07/2015,47.16999817
670,28/07/2015,47.97000122
671,29/07/2015,48.77000046
672,30/07/2015,48.52999878
673,31/07/2015,47.11000061
674,03/08/2015,45.25
675,04/08/2015,45.75
676,05/08/2015,45.13000107
677,06/08/2015,44.68999863
678,07/08/2015,43.86999893
679,10/08/2015,44.93999863
680,11/08/2015,43.11000061
681,12/08/2015,43.22000122
682,13/08/2015,42.27000046
683,14/08/2015,42.45000076
684,17/08/2015,41.93000031
685,18/08/2015,42.58000183
686,19/08/2015,40.75
687,20/08/2015,41
688,21/08/2015,40.45000076
689,24/08/2015,38.22000122
690,25/08/2015,39.15000153
691,26/08/2015,38.5
692,27/08/2015,42.47000122
693,28/08/2015,45.29000092
694,31/08/2015,49.20000076
695,01/09/2015,45.38000107
696,02/09/2015,46.29999924
697,03/09/2015,46.75
698,04/09/2015,46.02000046
699,07/09/2015,
700,08/09/2015,45.91999817
701,09/09/2015,44.13000107
702,10/09/2015,45.84999847
703,11/09/2015,44.75
704,14/09/2015,44.06999969
705,15/09/2015,44.58000183
706,16/09/2015,47.11999893
707,17/09/2015,46.93000031
708,18/09/2015,44.70999908
709,21/09/2015,46.66999817
710,22/09/2015,46.16999817
711,23/09/2015,44.52999878
712,24/09/2015,44.93999863
713,25/09/2015,45.54999924
714,28/09/2015,44.40000153
715,29/09/2015,45.24000168
716,30/09/2015,45.06000137
717,01/10/2015,44.75
718,02/10/2015,45.54000092
719,05/10/2015,46.27999878
720,06/10/2015,48.52999878
721,07/10/2015,47.86000061
722,08/10/2015,49.45999908
723,09/10/2015,49.66999817
724,12/10/2015,47.09000015
725,13/10/2015,46.70000076
726,14/10/2015,46.63000107
727,15/10/2015,46.38000107
728,16/10/2015,47.29999924
729,19/10/2015,45.90999985
730,20/10/2015,45.84000015
731,21/10/2015,45.22000122
732,22/10/2015,44.90000153
733,23/10/2015,43.90999985
734,26/10/2015,43.18999863
735,27/10/2015,43.20999908
736,28/10/2015,45.93000031
737,29/10/2015,46.02000046
738,30/10/2015,46.59999847
739,02/11/2015,46.11999893
740,03/11/2015,47.88000107
741,04/11/2015,46.31999969
742,05/11/2015,45.27000046
743,06/11/2015,44.31999969
744,09/11/2015,43.86999893
745,10/11/2015,44.22999954
746,11/11/2015,42.95000076
747,12/11/2015,41.74000168
748,13/11/2015,40.68999863
749,16/11/2015,41.68000031
750,17/11/2015,40.72999954
751,18/11/2015,40.75
752,19/11/2015,40.54999924
753,20/11/2015,39.38999939
754,23/11/2015,39.27000046
755,24/11/2015,40.88999939
756,25/11/2015,41.22000122
757,26/11/2015,
758,27/11/2015,40.56999969
759,30/11/2015,40.43000031
760,01/12/2015,40.58000183
761,02/12/2015,39.93000031
762,03/12/2015,41.08000183
763,04/12/2015,40
764,07/12/2015,37.63999939
765,08/12/2015,37.45999908
766,09/12/2015,37.15999985
767,10/12/2015,36.75999832
768,11/12/2015,35.65000153
769,14/12/2015,36.31000137
770,15/12/2015,37.31999969
771,16/12/2015,35.54999924
772,17/12/2015,34.97999954
773,18/12/2015,34.72000122
774,21/12/2015,34.54999924
775,22/12/2015,36.11999893
776,23/12/2015,36.75999832
777,24/12/2015,37.61999893
778,25/12/2015,
779,28/12/2015,36.36000061
780,29/12/2015,37.88000107
781,30/12/2015,36.59000015
782,31/12/2015,37.13000107
783,01/01/2016,
784,04/01/2016,36.81000137
785,05/01/2016,35.97000122
786,06/01/2016,33.97000122
787,07/01/2016,33.29000092
788,08/01/2016,33.20000076
789,11/01/2016,31.42000008
790,12/01/2016,30.42000008
791,13/01/2016,30.42000008
792,14/01/2016,31.21999931
793,15/01/2016,29.45000076
794,18/01/2016,
795,19/01/2016,28.46999931
796,20/01/2016,26.68000031
797,21/01/2016,29.54999924
798,22/01/2016,32.06999969
799,25/01/2016,30.30999947
800,26/01/2016,29.54000092
801,27/01/2016,32.31999969
802,28/01/2016,33.20999908
803,29/01/2016,33.65999985
804,01/02/2016,31.62000084
805,02/02/2016,29.89999962
806,03/02/2016,32.29000092
807,04/02/2016,31.62999916
808,05/02/2016,30.86000061
809,08/02/2016,29.70999908
810,09/02/2016,27.95999908
811,10/02/2016,27.54000092
812,11/02/2016,26.19000053
813,12/02/2016,29.31999969
814,15/02/2016,
815,16/02/2016,29.04999924
816,17/02/2016,30.68000031
817,18/02/2016,30.77000046
818,19/02/2016,29.59000015
819,22/02/2016,31.37000084
820,23/02/2016,31.84000015
821,24/02/2016,30.35000038
822,25/02/2016,31.39999962
823,26/02/2016,31.64999962
824,29/02/2016,32.74000168
825,01/03/2016,34.38999939
826,02/03/2016,34.56999969
827,03/03/2016,34.56000137
828,04/03/2016,35.90999985
829,07/03/2016,37.90000153
830,08/03/2016,36.66999817
831,09/03/2016,37.61999893
832,10/03/2016,37.77000046
833,11/03/2016,38.50999832
834,14/03/2016,37.20000076
835,15/03/2016,36.31999969
836,16/03/2016,38.43000031
837,17/03/2016,40.16999817
838,18/03/2016,39.47000122
839,21/03/2016,39.90999985
840,22/03/2016,41.45000076
841,23/03/2016,38.27999878
842,24/03/2016,38.13999939
843,25/03/2016,
844,28/03/2016,37.99000168
845,29/03/2016,36.90999985
846,30/03/2016,36.90999985
847,31/03/2016,36.93999863
848,01/04/2016,35.36000061
849,04/04/2016,34.29999924
850,05/04/2016,34.52000046
851,06/04/2016,37.74000168
852,07/04/2016,37.29999924
853,08/04/2016,39.74000168
854,11/04/2016,40.45999908
855,12/04/2016,42.11999893
856,13/04/2016,41.70000076
857,14/04/2016,41.45000076
858,15/04/2016,40.40000153
859,18/04/2016,39.74000168
860,19/04/2016,40.88000107
861,20/04/2016,42.72000122
862,21/04/2016,43.18000031
863,22/04/2016,42.75999832
864,25/04/2016,41.66999817
865,26/04/2016,42.52000046
866,27/04/2016,45.29000092
867,28/04/2016,46.02999878
868,29/04/2016,45.97999954
869,02/05/2016,44.75
870,03/05/2016,43.65000153
871,04/05/2016,43.77000046
872,05/05/2016,44.33000183
873,06/05/2016,44.58000183
874,09/05/2016,43.45000076
875,10/05/2016,44.68000031
876,11/05/2016,46.20999908
877,12/05/2016,46.63999939
878,13/05/2016,46.22000122
879,16/05/2016,47.72000122
880,17/05/2016,48.29000092
881,18/05/2016,48.11999893
882,19/05/2016,48.15999985
883,20/05/2016,47.66999817
884,23/05/2016,48.11999893
885,24/05/2016,48.04000092
886,25/05/2016,49.09999847
887,26/05/2016,49
888,27/05/2016,49.36000061
889,30/05/2016,
890,31/05/2016,49.09999847
891,01/06/2016,49.06999969
892,02/06/2016,49.13999939
893,03/06/2016,48.68999863
894,06/06/2016,49.70999908
895,07/06/2016,50.36999893
896,08/06/2016,51.22999954
897,09/06/2016,50.52000046
898,10/06/2016,49.09000015
899,13/06/2016,48.88999939
900,14/06/2016,48.49000168
901,15/06/2016,47.91999817
902,16/06/2016,46.13999939
903,17/06/2016,48
904,20/06/2016,49.40000153
905,21/06/2016,48.95000076
906,22/06/2016,49.15999985
907,23/06/2016,49.34000015
908,24/06/2016,46.70000076
909,27/06/2016,45.79999924
910,28/06/2016,47.93000031
911,29/06/2016,49.84999847
912,30/06/2016,48.27000046
913,01/07/2016,49.02000046
914,04/07/2016,
915,05/07/2016,46.72999954
916,06/07/2016,47.36999893
917,07/07/2016,45.22000122
918,08/07/2016,45.36999893
919,11/07/2016,44.72999954
920,12/07/2016,46.81999969
921,13/07/2016,44.86999893
922,14/07/2016,45.63999939
923,15/07/2016,45.93000031
924,18/07/2016,45.22999954
925,19/07/2016,44.63999939
926,20/07/2016,44.95999908
927,21/07/2016,43.95999908
928,22/07/2016,43.40999985
929,25/07/2016,42.40000153
930,26/07/2016,42.15999985
931,27/07/2016,41.90000153
932,28/07/2016,41.13000107
933,29/07/2016,41.54000092
934,01/08/2016,40.04999924
935,02/08/2016,39.5
936,03/08/2016,40.79999924
937,04/08/2016,41.91999817
938,05/08/2016,41.83000183
939,08/08/2016,43.06000137
940,09/08/2016,42.77999878
941,10/08/2016,41.75
942,11/08/2016,43.50999832
943,12/08/2016,44.47000122
944,15/08/2016,45.72000122
945,16/08/2016,46.56999969
946,17/08/2016,46.81000137
947,18/08/2016,48.20000076
948,19/08/2016,48.47999954
